1 qid:4 1:0.3 2:0 3:0.2 4:0.6 5:0.2
2 qid:4 1:0.5 2:0 3:0.0 4:1.0 5:0.0
1 qid:4 1:0.3 2:0 3:0.1 4:0.6 5:0.2
2 qid:4 1:0.4 2:0 3:0.0 4:1.0 5:0.0
0 qid:4 1:0.4 2:0 3:0.0 4:1.0 5:0.0
2 qid:4 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:4 1:0.4 2:0 3:0.1 4:1.0 5:0.0
1 qid:4 1:0.2 2:0 3:0.0 4:1.0 5:0.0
1 qid:4 1:0.0 2:0 3:0.0 4:1.0 5:0.0
3 qid:4 1:0.5 2:0 3:0.1 4:1.0 5:0.0
2 qid:4 1:0.3 2:0 3:0.0 4:0.6 5:0.0
3 qid:5 1:0.0 2:1 3:0.0 4:1.0 5:0.0
1 qid:5 1:0.2 2:0 3:0.0 4:1.0 5:0.0
2 qid:5 1:0.3 2:0 3:0.1 4:0.2 5:0.0
1 qid:5 1:0.1 2:0 3:0.0 4:1.0 5:0.0
0 qid:5 1:0.3 2:0 3:0.0 4:1.0 5:0.2
2 qid:5 1:0.2 2:0 3:0.0 4:0.8 5:0.0
1 qid:5 1:0.2 2:0 3:0.2 4:0.2 5:0.0
2 qid:5 1:0.3 2:0 3:0.0 4:1.0 5:0.0
2 qid:5 1:0.0 2:0 3:0.0 4:1.0 5:0.0
2 qid:5 1:0.3 2:0 3:0.1 4:0.8 5:0.0
1 qid:5 1:0.2 2:0 3:0.0 4:1.0 5:0.1
2 qid:5 1:0.2 2:0 3:0.5 4:1.0 5:0.0
1 qid:5 1:0.3 2:0 3:0.0 4:1.0 5:0.2
1 qid:5 1:0.3 2:0 3:0.0 4:1.0 5:0.0
2 qid:5 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:5 1:0.2 2:0 3:0.0 4:1.0 5:0.0
2 qid:5 1:0.2 2:0 3:0.0 4:1.0 5:0.1
1 qid:6 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:6 1:0.1 2:0 3:0.0 4:0.6 5:0.0
1 qid:6 1:0.2 2:0 3:0.1 4:-1.0 5:0.2
1 qid:6 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:6 1:0.3 2:0 3:0.0 4:0.8 5:0.1
1 qid:6 1:0.3 2:0 3:0.0 4:1.0 5:0.1
1 qid:6 1:0.2 2:0 3:0.0 4:0.6 5:0.0
1 qid:6 1:0.3 2:0 3:0.0 4:1.0 5:0.0
1 qid:6 1:0.2 2:0 3:0.1 4:0.2 5:0.1
1 qid:6 1:0.2 2:0 3:0.3 4:0.8 5:0.0
1 qid:6 1:0.2 2:0 3:0.0 4:1.0 5:0.0
1 qid:6 1:0.2 2:0 3:0.0 4:0.4 5:0.0
1 qid:6 1:0.4 2:0 3:0.1 4:0.8 5:0.1
2 qid:7 1:0.3 2:0 3:0.7 4:0.8 5:0.0
1 qid:7 1:0.3 2:0 3:0.1 4:0.8 5:0.0
0 qid:7 1:0.2 2:0 3:0.0 4:0.4 5:0.0
1 qid:7 1:0.2 2:0 3:0.0 4:0.0 5:0.0
1 qid:7 1:0.1 2:0 3:0.0 4:1.0 5:0.0
1 qid:7 1:0.2 2:0 3:0.0 4:-0.4 5:0.0
1 qid:7 1:0.2 2:0 3:0.0 4:0.4 5:0.2
1 qid:7 1:0.3 2:0 3:0.0 4:1.0 5:0.4
2 qid:7 1:0.2 2:0 3:0.0 4:1.0 5:0.0
1 qid:7 1:0.3 2:0 3:0.0 4:-0.8 5:0.0
1 qid:7 1:0.2 2:0 3:0.0 4:0.6 5:0.1
1 qid:7 1:0.2 2:0 3:0.0 4:1.0 5:0.2
1 qid:7 1:0.3 2:0 3:0.0 4:-2.2 5:0.0
1 qid:7 1:0.3 2:0 3:0.0 4:1.0 5:0.0
1 qid:7 1:0.2 2:0 3:0.0 4:1.0 5:0.0
1 qid:7 1:0.3 2:0 3:0.0 4:0.8 5:0.0
2 qid:8 1:0.6 2:0 3:0.3 4:0.4 5:0.0
2 qid:8 1:0.6 2:0 3:0.0 4:1.0 5:0.0
1 qid:8 1:0.5 2:0 3:0.0 4:0.8 5:0.0
1 qid:8 1:0.0 2:0 3:0.0 4:1.0 5:0.0
2 qid:8 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:8 1:0.6 2:0 3:0.0 4:1.0 5:0.0
0 qid:8 1:0.2 2:0 3:0.0 4:1.0 5:0.0
1 qid:8 1:0.5 2:0 3:0.5 4:1.0 5:0.0
3 qid:8 1:0.6 2:0 3:0.0 4:0.0 5:0.2
2 qid:8 1:0.6 2:0 3:0.0 4:1.0 5:0.1
0 qid:8 1:0.0 2:0 3:0.0 4:1.0 5:0.0
2 qid:8 1:0.7 2:0 3:0.0 4:0.8 5:0.0
2 qid:8 1:0.6 2:0 3:0.0 4:1.0 5:0.1
3 qid:8 1:0.7 2:0 3:0.0 4:1.0 5:0.1
1 qid:8 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:8 1:0.2 2:0 3:0.0 4:1.0 5:0.0
0 qid:8 1:0.0 2:0 3:0.0 4:1.0 5:0.0
2 qid:8 1:0.6 2:0 3:0.0 4:1.0 5:0.2
2 qid:9 1:0.2 2:0 3:0.2 4:0.6 5:0.0
1 qid:9 1:0.2 2:0 3:0.0 4:0.4 5:0.0
1 qid:9 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:9 1:0.2 2:0 3:0.1 4:1.0 5:0.0
2 qid:9 1:0.3 2:0 3:0.0 4:0.0 5:0.0
1 qid:9 1:0.3 2:0 3:0.0 4:0.4 5:0.0
1 qid:9 1:0.2 2:0 3:0.0 4:1.0 5:0.0
1 qid:9 1:0.2 2:0 3:0.1 4:-0.2 5:0.0
0 qid:9 1:0.2 2:0 3:0.0 4:1.0 5:0.8
2 qid:9 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:9 1:0.3 2:0 3:0.2 4:1.0 5:0.0
0 qid:9 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:9 1:0.2 2:0 3:0.0 4:0.6 5:0.0
0 qid:10 1:0.2 2:0 3:0.0 4:1.0 5:0.0
0 qid:10 1:0.3 2:0 3:0.1 4:-0.6 5:0.2
0 qid:10 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:10 1:0.3 2:0 3:0.0 4:1.0 5:0.0
0 qid:10 1:0.2 2:0 3:0.0 4:1.0 5:0.0
0 qid:10 1:0.1 2:0 3:0.0 4:1.0 5:0.0
2 qid:10 1:0.3 2:0 3:0.0 4:0.2 5:0.1
1 qid:10 1:0.0 2:0 3:0.0 4:1.0 5:0.0
2 qid:10 1:0.1 2:0 3:0.0 4:1.0 5:0.0
0 qid:10 1:0.2 2:0 3:0.0 4:0.8 5:0.0
0 qid:10 1:0.2 2:0 3:0.0 4:0.4 5:0.2
0 qid:10 1:0.2 2:0 3:0.0 4:1.0 5:0.1
0 qid:10 1:0.2 2:0 3:0.0 4:0.4 5:0.1
0 qid:10 1:0.3 2:0 3:0.1 4:0.6 5:0.0
0 qid:10 1:0.2 2:0 3:0.4 4:1.0 5:0.1
2 qid:10 1:0.0 2:0 3:0.0 4:1.0 5:0.0
2 qid:11 1:0.2 2:0 3:0.0 4:1.0 5:0.0
1 qid:11 1:0.3 2:0 3:0.0 4:1.0 5:0.1
2 qid:11 1:0.3 2:0 3:0.0 4:1.0 5:0.1
2 qid:11 1:0.3 2:0 3:0.0 4:0.6 5:0.1
1 qid:11 1:0.0 2:0 3:0.0 4:1.0 5:0.0
2 qid:11 1:0.2 2:0 3:0.0 4:1.0 5:0.0
0 qid:11 1:0.1 2:0 3:0.0 4:0.6 5:0.1
2 qid:11 1:0.3 2:0 3:0.0 4:1.0 5:0.0
0 qid:11 1:0.1 2:0 3:0.0 4:0.4 5:0.0
1 qid:11 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:11 1:0.2 2:0 3:0.2 4:-10.4 5:0.0
2 qid:11 1:0.3 2:0 3:0.0 4:1.0 5:0.0
1 qid:11 1:0.1 2:0 3:0.0 4:0.8 5:0.0
0 qid:11 1:0.2 2:0 3:0.0 4:1.0 5:0.0
0 qid:11 1:0.1 2:0 3:0.6 4:1.0 5:0.0
2 qid:11 1:0.3 2:0 3:0.0 4:0.8 5:0.2
0 qid:12 1:0.2 2:0 3:0.0 4:1.0 5:0.1
0 qid:12 1:0.3 2:0 3:0.0 4:1.0 5:0.0
0 qid:12 1:0.1 2:0 3:0.0 4:1.0 5:0.0
0 qid:12 1:0.1 2:0 3:0.0 4:1.0 5:0.0
0 qid:12 1:0.3 2:0 3:0.0 4:0.6 5:0.2
1 qid:12 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:12 1:0.2 2:0 3:0.0 4:0.8 5:0.0
1 qid:12 1:0.1 2:0 3:0.0 4:1.0 5:0.0
0 qid:12 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:12 1:0.3 2:0 3:0.0 4:1.0 5:0.1
1 qid:12 1:0.3 2:0 3:0.0 4:-0.2 5:0.6
0 qid:12 1:0.2 2:0 3:0.0 4:0.8 5:0.0
0 qid:12 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:12 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:12 1:0.1 2:0 3:0.0 4:-1.0 5:0.0
0 qid:12 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:12 1:0.3 2:0 3:0.0 4:0.6 5:0.0
1 qid:13 1:0.4 2:0 3:0.2 4:-3.0 5:0.2
0 qid:13 1:0.1 2:0 3:0.0 4:1.0 5:0.0
1 qid:13 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:13 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:13 1:0.3 2:0 3:0.1 4:-0.6 5:0.4
0 qid:13 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:13 1:0.5 2:0 3:0.0 4:0.6 5:0.0
0 qid:13 1:0.2 2:0 3:0.0 4:1.0 5:0.0
1 qid:13 1:0.4 2:0 3:0.0 4:-1.2 5:0.0
0 qid:13 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:13 1:0.3 2:0 3:0.0 4:0.4 5:0.3
0 qid:13 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:13 1:0.5 2:0 3:0.0 4:1.0 5:0.0
0 qid:13 1:0.2 2:0 3:0.0 4:-0.8 5:0.0
0 qid:13 1:0.0 2:0 3:0.0 4:1.0 5:0.0
2 qid:14 1:0.2 2:0 3:0.4 4:0.6 5:0.0
0 qid:14 1:0.2 2:0 3:0.0 4:0.4 5:0.0
0 qid:14 1:0.2 2:0 3:0.0 4:1.0 5:0.0
3 qid:14 1:0.0 2:0 3:0.0 4:1.0 5:0.0
2 qid:14 1:0.3 2:0 3:0.0 4:0.6 5:0.0
1 qid:14 1:0.2 2:0 3:0.0 4:1.0 5:0.0
1 qid:14 1:0.0 2:0 3:0.0 4:1.0 5:0.0
2 qid:14 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:14 1:0.1 2:0 3:0.0 4:0.6 5:0.0
1 qid:14 1:0.2 2:0 3:0.1 4:-0.4 5:0.0
2 qid:14 1:0.3 2:0 3:0.1 4:-1.0 5:0.1
1 qid:14 1:0.0 2:1 3:0.0 4:1.0 5:0.0
1 qid:14 1:0.2 2:0 3:0.0 4:1.0 5:0.4
1 qid:14 1:0.2 2:0 3:0.0 4:0.8 5:0.2
1 qid:14 1:0.2 2:0 3:0.1 4:-0.4 5:0.3
1 qid:14 1:0.2 2:0 3:0.0 4:1.0 5:0.0
1 qid:14 1:0.2 2:0 3:0.0 4:1.0 5:0.0
2 qid:15 1:0.3 2:0 3:0.1 4:0.2 5:0.3
0 qid:15 1:0.2 2:0 3:0.0 4:-0.4 5:0.1
0 qid:15 1:0.2 2:0 3:0.0 4:0.6 5:0.0
0 qid:15 1:0.2 2:0 3:0.0 4:0.2 5:0.0
0 qid:15 1:0.3 2:0 3:0.0 4:1.0 5:0.0
0 qid:15 1:0.2 2:0 3:0.0 4:0.6 5:0.4
0 qid:15 1:0.2 2:0 3:0.0 4:0.6 5:0.1
2 qid:15 1:0.3 2:0 3:0.0 4:1.0 5:0.0
1 qid:15 1:0.2 2:0 3:0.0 4:0.8 5:0.0
1 qid:15 1:0.3 2:0 3:0.0 4:-0.4 5:0.0
0 qid:15 1:0.2 2:0 3:0.0 4:1.0 5:0.0
0 qid:15 1:0.2 2:0 3:0.0 4:0.8 5:0.0
0 qid:15 1:0.2 2:0 3:0.0 4:-0.4 5:0.0
1 qid:16 1:0.2 2:0 3:0.4 4:-1.2 5:0.0
0 qid:16 1:0.3 2:0 3:0.1 4:0.8 5:0.0
1 qid:16 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:16 1:0.2 2:0 3:0.0 4:1.0 5:0.0
1 qid:16 1:0.2 2:0 3:0.0 4:1.0 5:0.1
1 qid:16 1:0.3 2:0 3:0.0 4:0.0 5:0.0
0 qid:16 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:16 1:0.0 2:0 3:0.0 4:1.0 5:0.0
2 qid:16 1:0.3 2:0 3:0.0 4:0.2 5:0.2
0 qid:16 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:16 1:0.2 2:0 3:0.0 4:0.4 5:0.0
0 qid:16 1:0.2 2:0 3:0.2 4:0.4 5:0.0
0 qid:16 1:0.2 2:0 3:0.0 4:-3.8 5:0.0
3 qid:16 1:0.2 2:0 3:0.1 4:0.2 5:0.3
1 qid:17 1:0.3 2:0 3:0.0 4:0.8 5:0.0
1 qid:17 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:17 1:0.1 2:0 3:0.0 4:1.0 5:0.0
3 qid:17 1:0.0 2:1 3:0.0 4:1.0 5:0.0
1 qid:17 1:0.2 2:0 3:0.0 4:0.4 5:0.0
1 qid:17 1:0.4 2:0 3:0.0 4:-1.4 5:0.0
0 qid:17 1:0.4 2:0 3:0.0 4:1.0 5:0.0
1 qid:17 1:0.3 2:0 3:0.0 4:0.8 5:0.0
1 qid:17 1:0.1 2:0 3:0.0 4:1.0 5:0.0
0 qid:17 1:0.2 2:0 3:0.1 4:0.4 5:0.0
0 qid:17 1:0.3 2:0 3:0.7 4:0.6 5:0.4
1 qid:17 1:0.4 2:0 3:0.0 4:0.0 5:0.1
2 qid:17 1:0.2 2:0 3:0.0 4:1.0 5:0.0
2 qid:17 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:17 1:0.4 2:0 3:0.0 4:1.0 5:0.0
2 qid:17 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:18 1:0.2 2:0 3:0.1 4:0.8 5:0.0
0 qid:18 1:0.3 2:0 3:0.1 4:1.0 5:1.0
1 qid:18 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:18 1:0.1 2:0 3:0.0 4:1.0 5:0.0
0 qid:18 1:0.0 2:0 3:0.0 4:1.0 5:0.0
2 qid:18 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:18 1:0.3 2:0 3:0.1 4:1.0 5:0.0
0 qid:18 1:0.3 2:0 3:0.3 4:0.6 5:0.0
0 qid:18 1:0.2 2:0 3:0.0 4:1.0 5:0.0
0 qid:18 1:0.2 2:0 3:0.1 4:-4.2 5:0.0
1 qid:18 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:18 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:18 1:0.0 2:1 3:0.0 4:1.0 5:0.0
1 qid:18 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:18 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:18 1:0.2 2:0 3:0.1 4:0.8 5:0.0
3 qid:18 1:0.2 2:1 3:0.1 4:1.0 5:0.0
1 qid:19 1:0.3 2:0 3:0.2 4:0.6 5:0.5
2 qid:19 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:19 1:0.4 2:0 3:0.2 4:1.0 5:0.0
3 qid:19 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:19 1:0.0 2:0 3:0.0 4:1.0 5:0.0
3 qid:19 1:0.0 2:0 3:0.0 4:1.0 5:0.0
3 qid:19 1:0.3 2:0 3:0.6 4:1.0 5:0.5
0 qid:19 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:19 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:19 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:19 1:0.0 2:1 3:0.0 4:1.0 5:0.0
0 qid:19 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:19 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:19 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:19 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:19 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:19 1:0.0 2:1 3:0.0 4:1.0 5:0.0
2 qid:20 1:0.3 2:0 3:0.0 4:1.0 5:0.0
2 qid:20 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:20 1:0.3 2:0 3:0.4 4:0.8 5:0.0
2 qid:20 1:0.4 2:0 3:0.0 4:0.8 5:0.1
0 qid:20 1:0.3 2:0 3:0.0 4:1.0 5:0.0
0 qid:20 1:0.2 2:0 3:0.0 4:0.8 5:0.0
1 qid:20 1:0.4 2:0 3:0.0 4:1.0 5:0.0
2 qid:20 1:0.4 2:0 3:0.0 4:0.8 5:0.0
0 qid:20 1:0.3 2:1 3:0.0 4:0.8 5:0.0
2 qid:20 1:0.3 2:0 3:0.0 4:1.0 5:0.1
0 qid:20 1:0.4 2:0 3:0.3 4:1.0 5:0.0
0 qid:20 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:20 1:0.1 2:1 3:0.0 4:1.0 5:0.0
1 qid:20 1:0.4 2:0 3:0.0 4:1.0 5:0.1
0 qid:20 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:20 1:0.2 2:0 3:0.1 4:0.8 5:0.0
3 qid:21 1:0.5 2:1 3:0.3 4:1.0 5:0.0
0 qid:21 1:0.3 2:0 3:0.0 4:1.0 5:0.1
1 qid:21 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:21 1:0.3 2:0 3:0.0 4:1.0 5:0.2
2 qid:21 1:0.4 2:0 3:0.1 4:0.8 5:0.0
2 qid:21 1:0.4 2:0 3:0.1 4:0.8 5:0.2
2 qid:21 1:0.4 2:0 3:0.1 4:1.0 5:0.0
0 qid:21 1:0.0 2:1 3:0.0 4:1.0 5:0.0
0 qid:21 1:0.4 2:0 3:0.2 4:0.8 5:0.4
0 qid:21 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:21 1:0.0 2:1 3:0.0 4:1.0 5:0.0
0 qid:21 1:0.0 2:0 3:0.0 4:1.0 5:0.0
1 qid:21 1:0.3 2:0 3:0.0 4:0.8 5:0.1
2 qid:21 1:0.0 2:1 3:0.0 4:1.0 5:0.0
0 qid:22 1:0.0 2:1 3:0.0 4:1.0 5:0.0
3 qid:22 1:0.0 2:1 3:0.0 4:1.0 5:0.0
0 qid:22 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:22 1:0.1 2:0 3:0.0 4:1.0 5:0.0
0 qid:22 1:0.1 2:0 3:0.0 4:0.8 5:0.0
0 qid:22 1:0.0 2:1 3:0.0 4:1.0 5:0.0
0 qid:22 1:0.4 2:0 3:0.2 4:1.0 5:0.0
0 qid:22 1:0.1 2:0 3:0.0 4:1.0 5:0.0
0 qid:22 1:0.0 2:0 3:0.0 4:1.0 5:0.0
0 qid:22 1:0.4 2:1 3:0.0 4:0.8 5:0.2
0 qid:22 1:0.3 2:0 3:0.1 4:0.6 5:0.0
0 qid:22 1:0.0 2:1 3:0.0 4:1.0 5:0.0
1 qid:22 1:0.4 2:0 3:0.1 4:0.0 5:0.6
0 qid:22 1:0.0 2:1 3:0.0 4:1.0 5:0.0
0 qid:22 1:0.1 2:0 3:0.0 4:0.8 5:0.0
0 qid:22 1:0.0 2:1 3:0.0 4:1.0 5:0.0
0 qid:22 1:0.3 2:0 3:0.1 4:1.0 5:0.0
